chr	start	end	A549-control	A549-nutlin	GM12878-control	GM12878-nutlin	HCT116-control	HCT116-nutlin	HEK293-control	HEK293-nutlin	HeLa-control	HeLa-nutlin	HepG2-control	HepG2-nutlin	IMR90-control	IMR90-nutlin	MCF7-control	MCF7-nutlin	SKNSH-control	SKNSH-nutlin	U2OS-control	U2OS-nutlin	gene	sym
chr1	145824095	145824093	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000265491	RNF115
chr1	117929621	117929619	B	B	B	B	B	B	A	A	A	A	B	B	B	B	A	A	B	B	A	A	ENSG00000196505	GDAP2
chr1	89266579	89266577	B	B	A	A	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000154451	GBP5
chr1	149103539	149103537	A	A	NA	NA	A	A	A	NA	A	A	A	A	NA	NA	A	A	NA	NA	NA	NA	ENSG00000269713	NBPF9
chr1	145242124	145242122	A	A	NA	NA	A	A	A	NA	A	A	A	A	NA	NA	A	A	NA	NA	NA	NA	ENSG00000256374	PPIAL4D
chr1	112715255	112715253	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000155367	PPM1J
chr1	151442204	151442202	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000143442	POGZ
chr1	152325239	152325237	B	B	B	B	A	B	A	A	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000143631	FLG
chr1	146344790	146344788	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	NA	NA	A	A	ENSG00000270339	PPIAL4H
chr1	110070672	110070670	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000156150	ALX3
chr1	115841126	115841124	A	A	B	A	A	A	A	A	A	A	B	B	B	B	A	A	B	B	A	A	ENSG00000177551	NHLH2
chr1	114511203	114511201	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	A	A	A	A	ENSG00000197323	TRIM33
chr1	153113516	153113514	B	B	B	B	B	B	A	A	B	B	B	A	B	B	B	B	B	B	A	A	ENSG00000244094	SPRR2F
chr1	150269016	150269014	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000117362	APH1A
chr1	152360006	152360004	B	B	B	B	A	B	A	A	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000143520	FLG2
chr1	117964810	117964808	B	B	B	B	B	B	A	A	A	A	B	B	B	B	A	A	B	B	A	A	ENSG00000155761	SPAG17
chr1	153459874	153459872	A	A	A	A	A	A	A	A	B	B	A	A	B	B	A	A	B	B	A	A	ENSG00000143556	S100A7
chr1	153348841	153348839	A	A	A	A	A	A	A	A	B	B	A	A	B	B	A	A	B	B	A	A	ENSG00000163218	PGLYRP4
chr1	153812038	153812036	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	NA	NA	A	A	ENSG00000143614	GATAD2B
chr1	111427735	111427733	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	B	B	A	A	ENSG00000085465	OVGP1
chr1	153439949	153439947	A	A	A	A	A	A	A	A	B	B	A	A	B	B	A	A	B	B	A	A	ENSG00000197364	S100A7L2
chr1	157841808	157841806	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000073754	CD5L
chr1	153390976	153390974	A	A	A	A	A	A	A	A	B	B	A	A	B	B	A	A	B	B	A	A	ENSG00000143546	S100A8
chr1	151372705	151372703	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000143416	SELENBP1
chr1	147243050	147243048	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	B	B	A	A	ENSG00000131781	FMO5
chr1	109741038	109741036	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000134202	GSTM3
chr1	151165902	151165900	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000163155	LYSMD1
chr1	153041120	153041118	B	B	B	B	B	B	A	A	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000163216	SPRR2D
chr1	154870281	154870279	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000143603	KCNN3
chr1	154936719	154936717	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000163344	PMVK
chr1	154155116	154155114	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000143552	NUP210L
chr1	114670111	114670109	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	A	B	A	A	ENSG00000175984	DENND2C
chr1	145910050	145910048	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000143127	ITGA10
chr1	153057512	153057510	B	B	B	B	B	B	A	A	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000241794	SPRR2A
chr1	154183189	154183187	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000143549	TPM3
chr1	155033781	155033779	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000163354	DCST2
chr1	68497082	68497080	B	B	B	B	A	A	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000024526	DEPDC1
chr1	145405567	145405565	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	NA	NA	A	A	ENSG00000162825	NBPF20
chr1	160280138	160280136	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000258465	
chr1	158128301	158128299	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000288460	SMIM42
chr1	154206333	154206331	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000163263	C1orf189
chr1	157099808	157099806	A	A	A	A	A	A	A	A	B	B	A	A	A	B	A	A	B	A	A	A	ENSG00000253831	ETV3L
chr1	153375621	153375619	A	A	A	A	A	A	A	A	B	B	A	A	B	B	A	A	B	B	A	A	ENSG00000163221	S100A12
chr1	144373659	144373657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENSG00000271567	PPIAL4E
chr1	148596011	148596009	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000270629	NBPF14
chr1	88891567	88891565	B	B	A	A	A	A	B	B	A	A	B	B	B	B	A	A	A	A	B	B	ENSG00000137947	GTF2B
chr1	173205558	173205556	B	B	A	A	A	A	B	B	B	B	B	B	A	A	B	B	A	A	B	B	ENSG00000117586	TNFSF4
chr1	149936825	149936823	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000014914	MTMR11
chr1	146144804	146144802	NA	NA	NA	NA	NA	NA	NA	NA	A	A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENSG00000271425	NBPF10
chr1	160098619	160098617	A	A	A	A	A	A	A	A	B	B	A	A	B	B	A	A	B	B	A	A	ENSG00000162729	IGSF8
chr1	167936040	167936038	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000143158	MPC2
chr1	160523262	160523260	A	A	A	A	A	A	A	A	B	B	B	A	B	B	B	B	B	B	A	A	ENSG00000162739	SLAMF6
chr1	153094526	153094524	B	B	B	B	B	B	A	A	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000203785	SPRR2E
chr1	153150890	153150888	B	B	B	B	B	B	A	A	B	B	B	A	B	B	B	B	B	B	A	A	ENSG00000159516	SPRR2G
chr1	166166225	166166223	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000188859	FAM78B
chr1	150010726	150010724	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000264522	OTUD7B
chr1	152037004	152037002	A	A	A	A	A	A	A	A	B	B	A	A	B	B	A	A	B	B	A	A	ENSG00000163191	S100A11
chr1	152159228	152159226	B	B	B	A	A	A	A	A	B	B	A	A	B	B	A	A	B	B	A	A	ENSG00000215853	RPTN
chr1	157516073	157516071	B	B	A	A	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000143297	FCRL5
chr1	181022870	181022868	A	A	A	A	A	A	A	A	B	B	A	A	B	A	A	A	A	A	A	A	ENSG00000135823	STX6
chr1	162376854	162376852	B	B	B	A	A	A	A	A	A	B	B	B	B	B	A	A	B	B	A	A	ENSG00000171722	SPATA46
chr1	153670993	153670991	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000143621	ILF2
chr1	169190710	169190708	A	A	A	B	A	A	B	B	A	A	A	A	B	B	A	A	A	A	A	B	ENSG00000143156	NME7
chr1	175743595	175743593	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000116147	TNR
chr1	160031990	160031988	A	A	A	A	A	A	A	A	B	B	A	A	B	B	A	A	B	B	A	A	ENSG00000143315	PIGM
chr1	168543997	168543995	A	B	B	B	A	A	B	B	A	A	A	A	B	B	B	B	A	A	B	B	ENSG00000143185	XCL2
chr1	202967257	202967255	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000159348	CYB5R1
chr1	170074695	170074693	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	B	B	ENSG00000075945	KIFAP3
chr1	118989556	118989554	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000092607	TBX15
chr1	160711822	160711820	A	A	A	A	A	A	A	A	B	B	A	A	B	B	B	A	B	B	A	A	ENSG00000117091	CD48
chr1	160343250	160343248	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	A	A	A	A	ENSG00000122218	COPA
chr1	165445126	165445124	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000143171	RXRG
chr1	186375253	186375251	B	A	B	B	A	A	B	B	A	A	B	B	A	A	A	A	A	A	B	B	ENSG00000047410	TPR
chr1	169794689	169794687	B	B	A	A	A	B	B	B	B	B	B	B	B	B	B	B	A	A	B	B	ENSG00000171806	METTL18
chr1	162412136	162412134	B	B	A	A	A	A	A	A	A	B	B	B	B	B	A	A	B	B	A	A	ENSG00000198574	SH2D1B
chr1	100894812	100894810	B	B	A	A	B	B	B	B	B	B	B	B	A	A	B	B	A	A	B	B	ENSG00000162694	EXTL2
chr1	160262451	160262449	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000132716	DCAF8
chr1	150236112	150236110	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000143401	ANP32E
chr1	200669907	200669905	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000118197	DDX59
chr1	184805985	184805983	B	B	A	A	B	B	B	B	A	B	B	B	A	A	A	A	A	A	B	B	ENSG00000135842	NIBAN1
chr1	169586481	169586479	B	B	A	A	A	B	B	B	B	B	A	B	B	B	B	B	A	A	B	B	ENSG00000198734	F5
chr1	202341936	202341934	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000077152	UBE2T
chr1	203182134	203182132	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000133048	CHI3L1
chr1	159536007	159536005	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000184155	OR10J5
chr1	151172315	151172313	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000163157	TMOD4
chr1	157138395	157138393	B	B	A	A	A	A	A	A	B	B	A	A	B	B	B	B	B	B	A	A	ENSG00000117036	ETV3
chr1	202889149	202889147	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000183155	RABIF
chr1	171742065	171742063	B	B	A	A	A	A	B	B	B	B	B	B	B	B	B	B	A	A	A	A	ENSG00000117533	VAMP4
chr1	116571026	116571024	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	B	A	A	A	ENSG00000116815	CD58
chr1	91021473	91021471	B	B	A	B	A	A	B	A	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000122482	ZNF644
chr1	167078719	167078717	B	B	B	B	A	A	B	B	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000143167	GPA33
chr1	145851354	145851352	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000131788	PIAS3
chr1	160070136	160070134	A	A	A	A	A	A	A	A	B	B	A	A	B	B	A	A	B	B	A	A	ENSG00000177807	KCNJ10
chr1	182672914	182672912	B	B	A	A	A	A	A	A	B	B	A	A	B	B	A	A	B	B	B	B	ENSG00000135824	RGS8
chr1	169893896	169893894	B	B	A	A	A	A	B	B	B	B	B	B	B	B	B	B	A	A	B	B	ENSG00000000457	SCYL3
chr1	221742089	221742087	B	B	A	A	B	B	B	A	B	B	B	B	A	A	B	B	A	A	B	B	ENSG00000143507	DUSP10
chr1	145885866	145885864	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000198483	ANKRD35
chr1	203272809	203272807	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000133063	CHIT1
chr1	183304874	183304872	A	A	A	A	A	A	A	A	B	B	A	A	A	A	A	A	A	A	A	A	ENSG00000157064	NMNAT2
chr1	234479179	234479177	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	A	A	A	A	ENSG00000059588	TARBP1
chr1	145996579	145996577	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000265972	TXNIP
chr1	167553805	167553803	A	A	A	A	A	A	A	A	B	B	B	B	B	B	A	A	B	B	A	A	ENSG00000143162	CREG1
chr1	201399324	201399322	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000159166	LAD1
chr1	202927234	202927232	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000117153	KLHL12
chr1	145912406	145912404	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000131779	PEX11B
chr1	183635783	183635781	B	B	A	A	A	A	A	A	B	B	A	A	A	A	A	A	A	A	A	A	ENSG00000162704	ARPC5
chr1	209806142	209806140	B	B	B	B	A	A	A	A	B	B	B	B	B	B	B	B	A	A	A	A	ENSG00000117595	IRF6
chr1	205631893	205631891	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000158711	ELK4
chr1	246566261	246566259	B	B	A	A	A	A	A	A	A	B	A	A	A	A	A	A	A	A	A	A	ENSG00000162851	TFB2M
chr1	212035536	212035534	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000143493	INTS7
chr1	190477864	190477862	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000162670	BRINP3
chr1	201509456	201509454	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000159176	CSRP1
chr1	165356715	165356713	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000162761	LMX1A
chr1	167914215	167914213	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000143199	ADCY10
chr1	169485944	169485942	B	B	A	A	A	A	B	B	A	B	B	A	B	B	B	B	A	A	B	B	ENSG00000117479	SLC19A2
chr1	182061712	182061710	B	B	A	A	B	B	A	A	B	B	A	A	B	B	B	B	B	B	B	B	ENSG00000179930	ZNF648
chr1	169733659	169733657	B	B	A	A	A	B	B	B	B	B	B	B	B	B	B	B	A	A	B	B	ENSG00000007908	SELE
chr1	217631090	217631088	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	B	B	B	B	ENSG00000092978	GPATCH2
chr1	157598085	157598083	B	B	A	A	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000163518	FCRL4
chr1	169711620	169711618	B	B	A	A	A	B	B	B	B	B	B	B	B	B	B	B	A	A	B	B	ENSG00000188404	SELL
chr1	168729206	168729204	A	B	B	B	A	B	B	A	A	A	A	A	B	B	A	A	A	A	B	B	ENSG00000143196	DPT
chr1	223543166	223543164	A	A	A	A	A	B	A	A	B	B	B	B	A	A	A	A	B	B	A	B	ENSG00000203697	CAPN8
chr1	202958312	202958310	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000159346	ADIPOR1
chr1	157676732	157676730	B	B	A	A	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000160856	FCRL3
chr1	202808421	202808419	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000117139	KDM5B
chr1	163152716	163152714	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	B	B	ENSG00000143248	RGS5
chr1	157770310	157770308	B	B	A	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000132704	FCRL2
chr1	185306500	185306498	B	B	B	B	A	B	B	B	A	A	B	B	A	A	A	B	A	A	B	B	ENSG00000116679	IVNS1ABP
chr1	56966015	56966013	B	B	B	B	B	B	A	A	B	B	A	A	B	B	B	B	B	B	B	B	ENSG00000021852	C8B
chr1	177164867	177164865	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000152092	ASTN1
chr1	185156953	185156951	B	B	B	B	A	A	B	B	A	A	B	B	A	A	A	A	A	A	B	B	ENSG00000121486	TRMT1L
chr1	212687509	212687507	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000123685	BATF3
chr1	236065109	236065107	A	A	A	A	A	B	A	A	B	B	A	A	B	B	A	B	B	B	A	A	ENSG00000116962	NID1
chr1	225653142	225653140	A	A	B	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000154380	ENAH
chr1	175014824	175014822	B	B	A	A	A	A	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000120333	MRPS14
chr1	160647044	160647042	A	A	A	A	A	A	A	A	B	B	A	A	B	B	B	B	B	B	A	A	ENSG00000117090	SLAMF1
chr1	173603072	173603070	B	A	B	A	A	A	B	B	B	B	B	B	B	B	B	B	A	A	B	A	ENSG00000162753	SLC9C2
chr1	146147754	146147752	NA	NA	NA	NA	NA	NA	NA	NA	A	A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENSG00000264343	NOTCH2NLA
chr1	205935822	205935820	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000174502	SLC26A9
chr1	205662668	205662666	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000158715	SLC45A3
chr1	166908080	166908078	B	B	B	B	A	A	B	B	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000143195	ILDR2
chr1	203175826	203175824	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000133055	MYBPH
chr1	54053204	54053202	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000116209	TMEM59
chr1	230978861	230978859	A	A	A	A	A	A	A	A	B	B	A	A	B	B	A	A	B	B	A	A	ENSG00000143643	TTC13
chr1	183653316	183653314	B	B	A	A	A	A	A	A	B	B	A	A	A	A	A	A	A	A	A	A	ENSG00000173627	APOBEC4
chr1	214551602	214551600	B	B	B	B	A	A	B	B	A	B	B	B	A	A	A	A	A	A	A	A	ENSG00000152104	PTPN14
chr1	203086012	203086010	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000122180	MYOG
chr1	211675621	211675619	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000117650	NEK2
chr1	160954809	160954807	A	A	A	A	A	A	A	A	B	B	A	A	B	B	A	A	B	B	A	A	ENSG00000158764	ITLN2
chr1	244730962	244730960	A	A	A	A	A	A	A	A	B	B	A	A	A	A	A	A	A	A	A	A	ENSG00000284188	
chr1	235128837	235128835	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000173726	TOMM20
chr1	237945275	237945273	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000270188	MTRNR2L11
chr1	166863216	166863214	B	B	B	B	A	A	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000152382	TADA1
chr1	204166337	204166335	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000143839	REN
chr1	223845930	223845928	A	A	A	A	A	A	A	A	B	B	A	A	A	A	A	A	A	A	A	A	ENSG00000143514	TP53BP2
chr1	121184340	121184338	A	A	B	B	A	A	A	A	A	A	A	A	NA	NA	A	A	NA	NA	A	A	ENSG00000188610	FAM72B
chr1	243255281	243255279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENSG00000143702	CEP170
chr1	162855783	162855781	B	B	B	B	A	B	B	B	B	B	B	B	A	A	B	B	A	A	B	B	ENSG00000185860	CCDC190
chr1	176081256	176081254	B	B	B	A	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000143207	COP1
chr1	203351122	203351120	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000122176	FMOD
chr1	205321745	205321743	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000163545	NUAK2
chr1	212791581	212791579	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000117697	NSL1
chr1	91352637	91352635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENSG00000162669	HFM1
chr1	231421192	231421190	A	A	A	A	A	A	A	A	B	B	A	A	B	B	A	A	B	B	A	A	ENSG00000135766	EGLN1
chr1	219613145	219613143	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	B	B	ENSG00000215817	ZC3H11B
chr1	157801967	157801965	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000163534	FCRL1
chr1	227947932	227947930	A	A	B	B	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	ENSG00000143816	WNT9A
chr1	235595479	235595477	A	A	A	A	A	A	A	A	B	B	A	A	A	A	A	A	A	A	A	A	ENSG00000168243	GNG4
chr1	179575948	179575946	B	B	B	B	A	A	B	B	B	B	B	B	B	B	B	B	B	B	B	A	ENSG00000116218	NPHS2
chr1	204622205	204622203	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000170382	LRRN2
chr1	169427417	169427415	B	B	A	A	A	A	B	B	A	B	B	A	B	B	B	B	A	A	B	B	ENSG00000117477	CCDC181
chr1	182589256	182589254	B	B	A	A	A	B	A	A	B	B	A	A	B	B	A	A	B	B	B	B	ENSG00000135828	RNASEL
chr1	208244384	208244382	B	B	B	B	B	B	A	A	B	B	B	B	B	B	B	B	A	A	B	B	ENSG00000076356	PLXNA2
chr1	212847649	212847647	A	A	A	A	A	A	A	A	A	B	A	A	A	B	A	A	A	A	A	A	ENSG00000185523	SPATA45
chr1	204151894	204151892	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000143845	ETNK2
chr1	6424670	6424668	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000069812	HES2
chr1	182953023	182953021	A	A	A	A	A	A	A	A	B	B	A	A	A	A	A	A	A	A	A	A	ENSG00000157060	SHCBP1L
chr1	220090462	220090460	B	B	A	A	A	A	A	A	A	A	A	A	B	B	A	A	A	A	A	A	ENSG00000162813	BPNT1
chr1	211830763	211830761	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	A	A	A	A	ENSG00000123684	LPGAT1
chr1	216723429	216723427	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000196482	ESRRG
chr1	220272453	220272451	B	B	A	A	B	B	B	B	A	A	B	B	B	B	B	B	A	A	B	B	ENSG00000118873	RAB3GAP2
chr1	231528603	231528601	A	A	A	A	A	A	A	A	B	B	A	A	B	B	A	A	A	A	A	A	ENSG00000287856	
chr1	211134078	211134076	A	A	B	B	B	B	A	A	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000284299	
chr1	169619219	169619217	B	B	A	A	B	B	B	B	B	B	B	B	B	B	B	B	A	A	B	B	ENSG00000174175	SELP
chr1	209784559	209784557	B	B	A	A	A	B	A	A	B	B	B	B	B	B	B	B	A	A	A	A	ENSG00000162757	C1orf74
chr1	209652425	209652423	B	B	B	A	A	B	A	A	B	B	B	B	B	B	B	B	A	A	A	A	ENSG00000196878	LAMB3
chr1	205211566	205211564	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000133059	DSTYK
chr1	205420574	205420572	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000186007	LEMD1
chr1	213015867	213015865	B	B	A	A	A	A	A	A	B	B	A	A	B	B	A	B	A	A	A	A	ENSG00000174606	ANGEL2
chr1	160885180	160885178	A	A	A	A	A	A	A	A	B	B	A	A	B	B	B	A	B	B	A	A	ENSG00000179914	ITLN1
chr1	175192776	175192774	B	B	A	A	A	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000235750	KIAA0040
chr1	231337852	231337850	A	A	A	A	A	A	A	A	B	B	A	A	B	B	A	A	B	B	A	A	ENSG00000116903	EXOC8
chr1	201363350	201363348	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000118194	TNNT2
chr1	205456746	205456744	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000281406	BLACAT1
chr1	182604389	182604387	B	B	A	A	A	A	A	A	B	B	A	A	B	B	A	A	B	B	B	B	ENSG00000143333	RGS16
chr1	230426332	230426330	A	A	B	B	B	B	A	A	B	B	A	A	B	B	A	A	B	B	A	A	ENSG00000177614	PGBD5
chr1	173669851	173669849	B	A	B	A	A	A	B	B	B	B	B	B	B	B	B	B	A	A	B	A	ENSG00000183831	ANKRD45
chr1	202643453	202643451	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000143858	SYT2
chr1	247008056	247008054	B	B	B	B	B	B	A	A	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000197472	ZNF695
chr1	178486921	178486919	B	B	B	B	A	A	B	B	B	B	A	A	A	A	A	A	B	B	A	A	ENSG00000188585	CLEC20A
chr1	211188533	211188531	A	A	B	B	B	B	A	A	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000283952	
chr1	205850132	205850130	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000162877	PM20D1
chr1	247078736	247078734	B	B	B	B	B	B	A	A	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000135747	ZNF670-ZNF695
chr1	229508341	229508339	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	B	B	A	A	ENSG00000069248	NUP133
chr1	236281958	236281956	B	B	A	A	B	B	B	B	B	B	B	B	B	B	A	B	B	B	B	B	ENSG00000086619	ERO1B
