chr	start	end	gene	sym
chr1	155688654	155688656	ENSG00000163374	YY1AP1
chr1	1421442	1421444	ENSG00000235098	ANKRD65
chr1	161983945	161983947	ENSG00000162745	OLFML2B
chr1	451676	451678	ENSG00000284733	OR4F29
chr1	113812474	113812476	ENSG00000081019	RSBN1
chr1	207051206	207051208	ENSG00000180667	YOD1
chr1	248645276	248645278	ENSG00000177151	OR2T35
chr1	158426235	158426237	ENSG00000180708	OR10K2
chr1	234609523	234609525	ENSG00000168264	IRF2BP2
chr1	19312142	19312144	ENSG00000053371	AKR7A2
chr1	227734375	227734377	ENSG00000081692	JMJD4
chr1	46281159	46281161	ENSG00000132128	LRRC41
chr1	202144735	202144737	ENSG00000143862	ARL8A
chr1	151716801	151716803	ENSG00000159409	CELF3
chr1	151763494	151763496	ENSG00000143436	MRPL9
chr1	151790486	151790488	ENSG00000182134	TDRKH
chr1	151805417	151805419	ENSG00000213171	LINGO4
chr1	151826094	151826096	ENSG00000143365	RORC
chr1	151840555	151840557	ENSG00000225556	C2CD4D
chr1	151853710	151853712	ENSG00000196407	THEM5
chr1	151909509	151909511	ENSG00000159445	THEM4
chr1	151993857	151993859	ENSG00000197747	S100A10
chr1	47314145	47314147	ENSG00000123473	STIL
chr1	103696208	103696210	ENSG00000174876	AMY1B
chr1	229342515	229342517	ENSG00000154429	CCSAP
chr1	229434098	229434100	ENSG00000143632	ACTA1
chr1	28618028	28618030	ENSG00000120656	TAF12
chr1	204196489	204196491	ENSG00000170498	KISS1
chr1	204213986	204213988	ENSG00000174567	GOLT1A
chr1	204359927	204359929	ENSG00000143850	PLEKHA6
chr1	204411815	204411817	ENSG00000158615	PPP1R15B
chr1	204490422	204490424	ENSG00000133056	PIK3C2B
chr1	227317180	227317182	ENSG00000143776	CDC42BPA
chr1	35177659	35177661	ENSG00000116560	SFPQ
chr1	92298985	92298987	ENSG00000174842	GLMN
chr1	92486923	92486925	ENSG00000162676	GFI1
chr1	92785105	92785107	ENSG00000067208	EVI5
chr1	158579897	158579899	ENSG00000279111	OR10X1
chr1	248655526	248655528	ENSG00000187701	OR2T27
chr1	158720718	158720720	ENSG00000203757	OR6K3
chr1	158781202	158781204	ENSG00000188340	OR6N2
chr1	247824117	247824119	ENSG00000196772	OR14A16
chr1	247841894	247841896	ENSG00000197591	OR11L1
chr1	45340445	45340447	ENSG00000132781	MUTYH
chr1	158554403	158554405	ENSG00000197532	OR6Y1
chr1	171652627	171652629	ENSG00000034971	MYOC
chr1	1959972	1959974	ENSG00000142609	CFAP74
chr1	15942720	15942722	ENSG00000116809	ZBTB17
chr1	16018039	16018041	ENSG00000173641	HSPB7
chr1	16073649	16073651	ENSG00000185519	FAM131C
chr1	247716644	247716646	ENSG00000169214	OR6F1
chr1	247723762	247723764	ENSG00000239395	
chr1	247723759	247723761	ENSG00000241128	OR14A2
chr1	248303422	248303424	ENSG00000177201	OR2T12
chr1	248277974	248277976	ENSG00000177212	OR2T33
chr1	32650563	32650565	ENSG00000176261	ZBTB8OS
chr1	247458006	247458008	ENSG00000177535	OR2B11
chr1	114716769	114716771	ENSG00000213281	NRAS
chr1	114757981	114757983	ENSG00000009307	CSDE1
chr1	114780683	114780685	ENSG00000052723	SIKE1
chr1	248562770	248562772	ENSG00000182783	OR2T29
chr1	247679737	247679739	ENSG00000197437	OR13G1
chr1	247760554	247760556	ENSG00000221888	OR1C1
chr1	248597698	248597700	ENSG00000184022	OR2T10
chr1	158772193	158772195	ENSG00000197403	OR6N1
chr1	248635089	248635091	ENSG00000279301	OR2T11
chr1	158686713	158686715	ENSG00000163554	SPTA1
chr1	71047786	71047788	ENSG00000050628	PTGER3
chr1	71081033	71081035	ENSG00000132485	ZRANB2
chr1	150967629	150967631	ENSG00000143418	CERS2
chr1	151070323	151070325	ENSG00000197622	CDC42SE1
chr1	151006402	151006404	ENSG00000143409	MINDY1
chr1	241519692	241519694	ENSG00000091483	FH
chr1	241601176	241601178	ENSG00000054277	OPN3
chr1	241640367	241640369	ENSG00000203668	CHML
chr1	1540622	1540624	ENSG00000205090	TMEM240
chr1	1574861	1574863	ENSG00000160075	SSU72
chr1	241999096	241999098	ENSG00000197769	MAP1LC3C
chr1	66924854	66924856	ENSG00000152763	DNAI4
chr1	225428036	225428038	ENSG00000143815	LBR
chr1	173050939	173050941	ENSG00000120337	TNFSF18
chr1	21620039	21620041	ENSG00000076864	RAP1GAP
chr1	39672105	39672107	ENSG00000116981	NT5C1A
chr1	66801274	66801276	ENSG00000172410	INSL5
chr1	237890920	237890922	ENSG00000116996	ZP4
chr1	247172003	247172005	ENSG00000196418	ZNF124
chr1	158570578	158570580	ENSG00000186440	OR6P1
chr1	201115370	201115372	ENSG00000232237	ASCL5
chr1	108244074	108244076	ENSG00000196427	NBPF4
chr1	143971984	143971986	ENSG00000263513	FAM72C
chr1	151327713	151327715	ENSG00000143393	PI4KB
chr1	9026421	9026423	ENSG00000197241	SLC2A7
chr1	158700650	158700652	ENSG00000196171	OR6K2
chr1	16613485	16613487	ENSG00000219481	NBPF1
chr1	21937308	21937310	ENSG00000142798	HSPG2
chr1	22143095	22143097	ENSG00000162552	WNT4
chr1	206117386	206117388	ENSG00000198049	AVPR1B
chr1	206202837	206202839	ENSG00000196550	FAM72A
chr1	206597114	206597116	ENSG00000143486	EIF2D
chr1	54195679	54195681	ENSG00000215883	CYB5RL
chr1	173824320	173824322	ENSG00000120334	CENPL
chr1	247313850	247313852	ENSG00000162714	ZNF496
chr1	114695471	114695473	ENSG00000116748	AMPD1
chr1	248748347	248748349	ENSG00000286015	
chr1	168136384	168136386	ENSG00000143147	GPR161
chr1	34165840	34165842	ENSG00000121904	CSMD2
chr1	226737456	226737458	ENSG00000143772	ITPKB
chr1	152806649	152806651	ENSG00000197084	LCE1C
chr1	143905791	143905793	ENSG00000273213	H3-2
chr1	153310716	153310718	ENSG00000159527	PGLYRP3
chr1	148127001	148127003	ENSG00000263956	NBPF11
chr1	67231850	67231852	ENSG00000203963	C1orf141
chr1	202159989	202159991	ENSG00000143851	PTPN7
chr1	153070838	153070840	ENSG00000196805	SPRR2B
chr1	144461645	144461647	ENSG00000266338	NBPF15
chr1	37690518	37690520	ENSG00000116922	C1orf109
chr1	23217500	23217502	ENSG00000179546	HTR1D
chr1	152414261	152414263	ENSG00000143536	CRNN
chr1	152566778	152566780	ENSG00000185966	LCE3E
chr1	152580514	152580516	ENSG00000163202	LCE3D
chr1	36125220	36125222	ENSG00000171812	COL8A2
chr1	36149512	36149514	ENSG00000054116	TRAPPC3
chr1	33321096	33321098	ENSG00000184389	A3GALT2
chr1	33375591	33375593	ENSG00000134686	PHC2
chr1	247536438	247536440	ENSG00000196242	OR2C3
chr1	21176886	21176888	ENSG00000075151	EIF4G3
chr1	153535989	153535991	ENSG00000197956	S100A6
chr1	153541763	153541765	ENSG00000196420	S100A5
chr1	153545061	153545063	ENSG00000196154	S100A4
chr1	153549256	153549258	ENSG00000188015	S100A3
chr1	153565842	153565844	ENSG00000196754	S100A2
chr1	153609335	153609337	ENSG00000188643	S100A16
chr1	153615936	153615938	ENSG00000189334	S100A14
chr1	153628246	153628248	ENSG00000189171	S100A13
chr1	36361338	36361340	ENSG00000196182	STK40
chr1	36397885	36397887	ENSG00000181817	LSM10
chr1	36422179	36422181	ENSG00000116885	OSCP1
chr1	36464382	36464384	ENSG00000116898	MRPS15
chr1	36482911	36482913	ENSG00000119535	CSF3R
chr1	36323643	36323645	ENSG00000142694	EVA1B
chr10	689666	689668	ENSG00000151240	DIP2C
chr10	5404826	5404828	ENSG00000178462	TUBAL3
chr10	815008	815010	ENSG00000107929	LARP4B
chr10	1737523	1737525	ENSG00000185736	ADARB2
chr10	6580274	6580276	ENSG00000065675	PRKCQ
chr10	13348291	13348293	ENSG00000086475	SEPHS1
chr10	3780215	3780217	ENSG00000067082	KLF6
chr10	6062365	6062367	ENSG00000134460	IL2RA
chr10	5004021	5004023	ENSG00000151632	AKR1C2
chr10	13299761	13299763	ENSG00000107537	PHYH
chr10	12195889	12195891	ENSG00000165609	NUDT5
chr10	13001711	13001713	ENSG00000151468	CCDC3
chr10	13234372	13234374	ENSG00000165623	UCMA
chr10	7787991	7787993	ENSG00000151657	KIN
chr10	11611752	11611754	ENSG00000148429	USP6NL
chr10	5889891	5889893	ENSG00000134461	ANKRD16
chr10	12035895	12035897	ENSG00000151461	UPF2
chr10	5960565	5960567	ENSG00000134470	IL15RA
chr10	15088774	15088776	ENSG00000176244	ACBD7
chr10	7666964	7666966	ENSG00000123243	ITIH5
chr10	5185102	5185104	ENSG00000264006	AKR1C8P
chr10	14330922	14330924	ENSG00000151474	FRMD4A
chr10	17129809	17129811	ENSG00000107611	CUBN
chr10	17201670	17201672	ENSG00000107614	TRDMT1
chr10	16521877	16521879	ENSG00000165985	C1QL3
chr10	15818006	15818008	ENSG00000148481	MINDY3
chr10	22210019	22210021	ENSG00000223601	EBLN1
chr10	18651585	18651587	ENSG00000241058	NSUN6
chr10	22714576	22714578	ENSG00000150867	PIP4K2A
chr10	23344692	23344694	ENSG00000179133	C10orf67
chr10	17327107	17327109	ENSG00000148488	ST8SIA6
chr10	27746058	27746060	ENSG00000150051	MKX
chr10	27983436	27983438	ENSG00000169126	ODAD2
chr10	15719920	15719922	ENSG00000077943	ITGA8
chr10	29735802	29735804	ENSG00000197321	SVIL
chr10	45672770	45672772	ENSG00000172671	ZFAND4
chr10	45308866	45308868	ENSG00000256574	OR13A1
chr10	24952604	24952606	ENSG00000099256	PRTFDC1
chr10	14954430	14954432	ENSG00000152457	DCLRE1C
chr10	46555528	46555530	ENSG00000204175	GPRIN2
chr10	63176553	63176555	ENSG00000171988	JMJD1C
chr10	30629751	30629753	ENSG00000151033	LYZL2
chr10	25016156	25016158	ENSG00000151023	ENKUR
chr10	22003728	22003730	ENSG00000136770	DNAJC1
chr10	49115520	49115522	ENSG00000165633	VSTM4
chr10	68480762	68480764	ENSG00000122912	SLC25A16
chr10	72216274	72216276	ENSG00000138303	ASCC1
chr10	31908872	31908874	ENSG00000165322	ARHGAP12
chr10	42594665	42594667	ENSG00000196693	ZNF33B
chr10	72551196	72551198	ENSG00000107745	MICU1
chr10	33334634	33334636	ENSG00000099250	NRP1
chr10	16817381	16817383	ENSG00000148484	RSU1
chr10	59738571	59738573	ENSG00000227877	MRLN
chr10	30059584	30059586	ENSG00000165757	JCAD
chr10	75401762	75401764	ENSG00000165655	ZNF503
chr10	45535369	45535371	ENSG00000165406	MARCHF8
chr10	68232111	68232113	ENSG00000179774	ATOH7
chr10	32056423	32056425	ENSG00000170759	KIF5B
chr10	15109826	15109828	ENSG00000152465	NMT2
chr10	49178399	49178401	ENSG00000204161	TMEM273
chr10	78029513	78029515	ENSG00000148606	POLR3A
chr10	48192936	48192938	ENSG00000170324	FRMPD2
chr10	56361257	56361259	ENSG00000122952	ZWINT
chr10	70885897	70885899	ENSG00000166228	PCBD1
chr10	80205570	80205572	ENSG00000122359	ANXA11
chr10	60389873	60389875	ENSG00000151150	ANK3
chr10	84241544	84241546	ENSG00000148602	LRIT1
chr10	84225542	84225544	ENSG00000204033	LRIT2
chr10	50885673	50885675	ENSG00000148584	A1CF
chr10	43648879	43648881	ENSG00000169740	ZNF32
chr10	91633069	91633071	ENSG00000119938	PPP1R3C
chr10	72954804	72954806	ENSG00000138308	PLA2G12B
chr10	86366793	86366795	ENSG00000182771	GRID1
chr10	59906554	59906556	ENSG00000108091	CCDC6
chr10	77829440	77829442	ENSG00000151208	DLG5
chr10	93379985	93379987	ENSG00000138119	MYOF
chr10	88851842	88851844	ENSG00000152766	ANKRD22
chr10	88584528	88584530	ENSG00000184719	RNLS
chr10	97155431	97155433	ENSG00000269891	ARHGAP19-SLIT1
chr10	30923386	30923388	ENSG00000183621	ZNF438
chr10	96513924	96513926	ENSG00000095587	TLL2
chr10	88952771	88952773	ENSG00000107796	ACTA2
chr10	80356742	80356744	ENSG00000170788	DYDC1
chr10	97936276	97936278	ENSG00000095713	CRTAC1
chr10	96720512	96720514	ENSG00000155629	PIK3AP1
chr10	100081867	100081869	ENSG00000120054	CPN1
chr10	91909484	91909486	ENSG00000174721	FGFBP3
chr10	37602972	37602974	ENSG00000256892	MTRNR2L7
chr10	37976645	37976647	ENSG00000175395	ZNF25
chr10	58267892	58267894	ENSG00000151151	IPMK
chr10	100229594	100229596	ENSG00000213341	CHUK
chr10	70602685	70602687	ENSG00000180644	PRF1
chr10	80275477	80275479	ENSG00000151224	MAT1A
chr10	97771997	97771999	ENSG00000120057	SFRP5
chr10	92243244	92243246	ENSG00000107864	CPEB3
chr10	102837470	102837472	ENSG00000148795	CYP17A1
chr10	95291001	95291003	ENSG00000107438	PDLIM1
chr10	15371287	15371289	ENSG00000148468	FAM171A1
chr10	44978788	44978790	ENSG00000165507	DEPP1
chr10	97633498	97633500	ENSG00000171160	MORN4
chr10	100286355	100286357	ENSG00000196072	BLOC1S2
chr10	114174201	114174203	ENSG00000165813	CCDC186
chr10	99430622	99430624	ENSG00000120053	GOT1
chr10	75235955	75235957	ENSG00000165644	COMTD1
chr10	97687239	97687241	ENSG00000119986	AVPI1
chr10	73134752	73134754	ENSG00000122882	ECD
chr10	72088549	72088551	ENSG00000107742	SPOCK2
chr10	103479238	103479240	ENSG00000183128	CALHM3
chr10	97367374	97367376	ENSG00000052749	RRP12
chr10	51699593	51699595	ENSG00000177613	CSTF2T
chr10	97292621	97292623	ENSG00000213390	ARHGAP19
chr10	101582223	101582225	ENSG00000166169	POLL
chr10	118342322	118342324	ENSG00000165669	FAM204A
chr10	101626897	101626899	ENSG00000107829	FBXW4
chr10	124791725	124791727	ENSG00000258539	
chr10	48914230	48914232	ENSG00000165383	LRRC18
chr10	119080815	119080817	ENSG00000107581	EIF3A
chr10	60944183	60944185	ENSG00000072422	RHOBTB1
chr10	68297132	68297134	ENSG00000108187	PBLD
chr10	104080671	104080673	ENSG00000065618	COL17A1
chr10	101889734	101889736	ENSG00000120029	ARMH3
chr10	47523636	47523638	ENSG00000204172	AGAP9
chr10	59362547	59362549	ENSG00000148541	FAM13C
chr10	104338463	104338465	ENSG00000148841	ITPRIP
chr10	68471884	68471886	ENSG00000138346	DNA2
chr10	103918182	103918184	ENSG00000107960	STN1
chr10	100330226	100330228	ENSG00000107593	PKD2L1
chr10	132942568	132942570	ENSG00000171811	CFAP46
chr10	73291733	73291735	ENSG00000156042	CFAP70
chr10	73252623	73252625	ENSG00000182180	MRPS16
chr10	61453236	61453238	ENSG00000196932	TMEM26
chr10	118726383	118726385	ENSG00000151893	CACUL1
chr10	97334727	97334729	ENSG00000181274	FRAT2
chr10	118046939	118046941	ENSG00000107560	RAB11FIP2
chr10	103855541	103855543	ENSG00000107957	SH3PXD2A
chr10	124744376	124744378	ENSG00000189319	FAM53B
chr10	122879579	122879581	ENSG00000213185	FAM24B
chr10	118595646	118595648	ENSG00000119973	PRLHR
chr10	124418921	124418923	ENSG00000065154	OAT
chr10	133626790	133626792	ENSG00000225899	FRG2B
chr10	123008793	123008795	ENSG00000095574	IKZF5
chr10	124092452	124092454	ENSG00000182022	CHST15
chr10	124450033	124450035	ENSG00000229544	NKX1-2
chr10	125854857	125854859	ENSG00000089876	DHX32
chr10	133424570	133424572	ENSG00000203772	SPRN
chr10	128126202	128126204	ENSG00000148773	MKI67
chr10	117375438	117375440	ENSG00000165650	PDZD8
chr10	125683104	125683106	ENSG00000175018	TEX36
chr10	103452400	103452402	ENSG00000138172	CALHM2
chr10	124760501	124760503	ENSG00000203791	EEF1AKMT2
chr10	96587010	96587012	ENSG00000077147	TM9SF3
chr10	119156754	119156756	ENSG00000183605	SFXN4
chr10	125773869	125773871	ENSG00000154485	MMP21
chr10	122845855	122845857	ENSG00000138161	CUZD1
chr10	127196589	127196591	ENSG00000188916	INSYN2A
chr10	127892939	127892941	ENSG00000180745	CLRN3
chr10	119178810	119178812	ENSG00000165672	PRDX3
chr10	97446004	97446006	ENSG00000171311	EXOSC1
chr10	114404500	114404502	ENSG00000169129	AFAP1L2
chr10	73414056	73414058	ENSG00000138279	ANXA7
chr10	99732110	99732112	ENSG00000285932	
chr10	109915073	109915075	ENSG00000108039	XPNPEP1
chr10	132784763	132784765	ENSG00000148826	NKX6-2
chr10	117005363	117005365	ENSG00000187164	SHTN1
chr10	132249106	132249108	ENSG00000165752	STK32C
chr10	125796161	125796163	ENSG00000188690	UROS
chr10	122699766	122699768	ENSG00000183559	C10orf120
chr10	131982011	131982013	ENSG00000176171	BNIP3
chr10	125160511	125160513	ENSG00000175029	CTBP2
chr10	122954309	122954311	ENSG00000119965	C10orf88
chr10	131260334	131260336	ENSG00000176769	TCERG1L
chr10	122855771	122855773	ENSG00000286088	
chr10	47384291	47384293	ENSG00000265763	ZNF488
chr10	119527475	119527477	ENSG00000148908	RGS10
chr10	117138299	117138301	ENSG00000148704	VAX1
chr10	116669968	116669970	ENSG00000165863	C10orf82
chr10	100267678	100267680	ENSG00000095485	CWF19L1
chr10	123940265	123940267	ENSG00000121898	CPXM2
chr10	99914080	99914082	ENSG00000107554	DNMBP
chr10	97459739	97459741	ENSG00000155229	MMS19
chr10	102714395	102714397	ENSG00000138175	ARL3
chr10	99235850	99235852	ENSG00000172987	HPSE2
chr10	73245979	73245981	ENSG00000213551	DNAJC9
chr10	62236261	62236263	ENSG00000182010	RTKN2
chr10	96359000	96359002	ENSG00000197430	OPALIN
chr10	99620145	99620147	ENSG00000155287	SLC25A28
chr10	114526929	114526931	ENSG00000099204	ABLIM1
chr10	113854080	113854082	ENSG00000198924	DCLRE1A
chr10	100186027	100186029	ENSG00000107566	ERLIN1
chr10	34815294	34815296	ENSG00000148498	PARD3
chr10	102419725	102419727	ENSG00000059915	PSD
chr10	102424302	102424304	ENSG00000107874	CUEDC2
chr10	102451541	102451543	ENSG00000120055	C10orf95
chr10	102502707	102502709	ENSG00000138107	ACTR1A
chr10	44385090	44385092	ENSG00000107562	CXCL12
chr10	90857696	90857698	ENSG00000148680	HTR7
chr10	90921085	90921087	ENSG00000148677	ANKRD1
chr10	21525680	21525682	ENSG00000180592	SKIDA1
chr10	103458898	103458900	ENSG00000185933	CALHM1
chr10	49134019	49134021	ENSG00000172538	FAM170B
chr10	110919178	110919180	ENSG00000214413	BBIP1
chr10	96271567	96271569	ENSG00000095585	BLNK
chr10	99732098	99732100	ENSG00000014919	COX15
chr10	113664044	113664046	ENSG00000197893	NRAP
chr10	27014540	27014542	ENSG00000107890	ANKRD26
chr10	97185957	97185959	ENSG00000187122	SLIT1
chr10	5499568	5499570	ENSG00000178372	CALML5
chr10	5641810	5641812	ENSG00000196372	ASB13
chr10	5813432	5813434	ENSG00000057608	GDI2
chr10	93601661	93601663	ENSG00000138207	RBP4
chr10	93702590	93702592	ENSG00000148690	FRA10AC1
chr10	14838035	14838037	ENSG00000185267	CDNF
chr10	103351077	103351079	ENSG00000156374	PCGF6
chr10	103396490	103396492	ENSG00000173915	ATP5MK
chr10	103276545	103276547	ENSG00000076685	NT5C2
chr10	94362937	94362939	ENSG00000173145	NOC3L
chr10	49294	49296	ENSG00000261456	TUBB8
chr10	77403982	77403984	ENSG00000156113	KCNMA1
chr10	52771698	52771700	ENSG00000165471	MBL2
chr10	47999789	47999791	ENSG00000276430	FAM25C
chr10	110304918	110304920	ENSG00000119953	SMNDC1
chr10	30349276	30349278	ENSG00000107951	MTPAP
chr10	47484081	47484083	ENSG00000265190	ANXA8
chr10	68406948	68406950	ENSG00000204130	RUFY2
chr10	48605071	48605073	ENSG00000128805	ARHGAP22
chr10	133565581	133565583	ENSG00000171772	SYCE1
chr10	27154418	27154420	ENSG00000136758	YME1L1
chr10	20819474	20819476	ENSG00000078114	NEBL
chr10	104232362	104232364	ENSG00000197748	CFAP43
chr10	35071337	35071339	ENSG00000108094	CUL2
chr10	116742564	116742566	ENSG00000165868	HSPA12A
chr10	73641472	73641474	ENSG00000177791	MYOZ1
chr10	73651027	73651029	ENSG00000166317	SYNPO2L
chr10	73811649	73811651	ENSG00000272916	
chr10	73808729	73808731	ENSG00000166507	NDST2
chr10	46046267	46046269	ENSG00000263639	MSMB
chr10	69409280	69409282	ENSG00000075073	TACR2
chr10	69573420	69573422	ENSG00000122859	NEUROG3
chr10	27240782	27240784	ENSG00000107897	ACBD5
chr10	70124100	70124102	ENSG00000042286	AIFM2
chr10	70170512	70170514	ENSG00000079332	SAR1A
chr10	70233427	70233429	ENSG00000180817	PPA1
chr10	70144833	70144835	ENSG00000156521	TYSND1
chr10	121928029	121928031	ENSG00000107669	ATE1
chr10	121959783	121959785	ENSG00000107672	NSMCE4A
chr10	102120366	102120368	ENSG00000198728	LDB1
chr10	102232081	102232083	ENSG00000107859	PITX3
chr10	3141575	3141577	ENSG00000107959	PITRM1
chr10	92497759	92497761	ENSG00000119912	IDE
chr10	79944706	79944708	ENSG00000133661	SFTPD
chr10	70284002	70284004	ENSG00000148734	NPFFR1
chr10	32958251	32958253	ENSG00000150093	ITGB1
chr10	26860890	26860892	ENSG00000136754	ABI1
chr10	43568457	43568459	ENSG00000196793	ZNF239
chr10	32347156	32347158	ENSG00000120616	EPC1
chr10	74150826	74150828	ENSG00000185009	AP3M1
chr10	68039965	68039967	ENSG00000148634	HERC4
chr10	89535592	89535594	ENSG00000152779	SLC16A12
chr10	24723666	24723668	ENSG00000107863	ARHGAP21
chr10	17617372	17617374	ENSG00000165996	HACD1
chr10	1025857	1025859	ENSG00000148377	IDI2
chr10	46465879	46465881	ENSG00000204174	NPY4R
chr10	71719776	71719778	ENSG00000214688	C10orf105
chr10	71773518	71773520	ENSG00000107738	VSIR
chr10	71851249	71851251	ENSG00000197746	PSAP
chr10	79445622	79445624	ENSG00000165424	ZCCHC24
chr10	79560405	79560407	ENSG00000185303	SFTPA2
chr10	86444030	86444032	ENSG00000062650	WAPL
chr10	95069495	95069497	ENSG00000138115	CYP2C8
chr10	95656709	95656711	ENSG00000059573	ALDH18A1
chr10	98268192	98268194	ENSG00000138131	LOXL4
chr10	98411875	98411877	ENSG00000119943	PYROXD2
chr10	98446924	98446926	ENSG00000107521	HPS1
chr10	119872752	119872754	ENSG00000197771	MCMBP
chr10	89207315	89207317	ENSG00000138135	CH25H
chr10	89414555	89414557	ENSG00000107798	LIPA
chr10	95693950	95693952	ENSG00000119977	TCTN3
chr10	73874517	73874519	ENSG00000148660	CAMK2G
chr10	49762321	49762323	ENSG00000197444	OGDHL
chr10	50623975	50623977	ENSG00000198964	SGMS1
chr10	45847471	45847473	ENSG00000188234	AGAP4
chr10	87818158	87818160	ENSG00000138138	ATAD1
chr10	87863531	87863533	ENSG00000227268	KLLN
chr10	73433558	73433560	ENSG00000166343	MSS51
chr10	73496022	73496024	ENSG00000107758	PPP3CB
chr10	73530829	73530831	ENSG00000166348	USP54
chr10	100490169	100490171	ENSG00000075826	SEC31B
chr10	100529869	100529871	ENSG00000255339	
chr10	100526596	100526598	ENSG00000166136	NDUFB8
chr10	100987194	100987196	ENSG00000055950	MRPL43
chr10	101031127	101031129	ENSG00000186862	PDZD7
chr10	133276848	133276850	ENSG00000151651	ADAM8
chr10	133336894	133336896	ENSG00000130643	CALY
chr10	133358017	133358019	ENSG00000148803	FUOM
chr10	133373352	133373354	ENSG00000127884	ECHS1
chr10	49471578	49471580	ENSG00000225830	ERCC6
chr10	37857195	37857197	ENSG00000198105	ZNF248
chr10	46023453	46023455	ENSG00000266412	NCOA4
chr10	49396087	49396089	ENSG00000165606	DRGX
chr10	49970201	49970203	ENSG00000227345	PARG
chr10	35642294	35642296	ENSG00000177283	FZD8
chr10	119596493	119596495	ENSG00000151923	TIAL1
chr10	59709848	59709850	ENSG00000165449	SLC16A9
chr10	14548668	14548670	ENSG00000065809	FAM107B
chr10	1048881	1048883	ENSG00000067064	IDI1
chr10	101783411	101783413	ENSG00000107833	NPM3
chr10	101818463	101818465	ENSG00000198408	OGA
chr10	101839870	101839872	ENSG00000120049	KCNIP2
chr10	101776112	101776114	ENSG00000107831	FGF8
chr10	116272280	116272282	ENSG00000151892	GFRA1
chr10	86957613	86957615	ENSG00000173269	MMRN2
chr10	112183763	112183765	ENSG00000119927	GPAM
chr10	133308870	133308872	ENSG00000130640	TUBGCP2
chr10	112446915	112446917	ENSG00000023041	ZDHHC6
chr10	70376777	70376779	ENSG00000172731	LRRC20
chr10	70441679	70441681	ENSG00000156574	NODAL
chr10	129964272	129964274	ENSG00000108001	EBF3
chr10	130110808	130110810	ENSG00000237489	C10orf143
chr10	13460081	13460083	ENSG00000165626	BEND7
chr10	89643872	89643874	ENSG00000152782	PANK1
chr10	43229737	43229739	ENSG00000198915	RASGEF1A
chr10	62816273	62816275	ENSG00000122877	EGR2
chr10	87094841	87094843	ENSG00000148672	GLUD1
chr10	121598442	121598444	ENSG00000066468	FGFR2
chr10	54801229	54801231	ENSG00000150275	PCDH15
chr10	67665656	67665658	ENSG00000183230	CTNNA3
chr10	67838186	67838188	ENSG00000108176	DNAJC12
chr10	72355147	72355149	ENSG00000148719	DNAJB12
chr10	75099504	75099506	ENSG00000079393	DUSP13
chr10	107164704	107164706	ENSG00000108018	SORCS1
chr10	47763590	47763592	ENSG00000277758	
chr10	73697879	73697881	ENSG00000172650	AGAP5
chr10	101229461	101229463	ENSG00000138136	LBX1
chr10	47490405	47490407	ENSG00000189090	FAM25G
chr10	126504116	126504118	ENSG00000154493	C10orf90
chr10	73096848	73096850	ENSG00000122884	P4HA1
chr10	126388453	126388455	ENSG00000148848	ADAM12
chr10	28282136	28282138	ENSG00000150054	MPP7
chr10	95561376	95561378	ENSG00000095637	SORBS1
chr10	43407817	43407819	ENSG00000169813	HNRNPF
chr10	7409339	7409341	ENSG00000198879	SFMBT2
chr10	75073640	75073642	ENSG00000188716	DUSP29
chr10	50279718	50279720	ENSG00000188611	ASAH2
chr10	70785399	70785401	ENSG00000166220	TBATA
chr11	1309630	1309632	ENSG00000078902	TOLLIP
chr11	2149601	2149603	ENSG00000284779	
chr11	4339242	4339244	ENSG00000284438	SSU72P7
chr11	2161207	2161209	ENSG00000129965	INS-IGF2
chr11	2137288	2137290	ENSG00000167244	IGF2
chr11	4368384	4368386	ENSG00000221996	OR52B4
chr11	4386186	4386188	ENSG00000132109	TRIM21
chr11	6396572	6396574	ENSG00000166313	APBB1
chr11	1473434	1473436	ENSG00000182208	MOB2
chr11	14520342	14520344	ENSG00000256206	
chr11	11622003	11622005	ENSG00000110328	GALNT18
chr11	13495995	13495997	ENSG00000152266	PTH
chr11	4288081	4288083	ENSG00000283873	SSU72P4
chr11	8169041	8169043	ENSG00000166405	RIC3
chr11	2423010	2423012	ENSG00000070985	TRPM5
chr11	8452904	8452906	ENSG00000130413	STK33
chr11	8263876	8263878	ENSG00000166407	LMO1
chr11	18743840	18743842	ENSG00000110786	PTPN5
chr11	4242638	4242640	ENSG00000284306	SSU72P2
chr11	7020344	7020346	ENSG00000149050	ZNF214
chr11	18322172	18322174	ENSG00000110756	HPS5
chr11	19210569	19210571	ENSG00000129170	CSRP3
chr11	11353248	11353250	ENSG00000254598	CSNK2A3
chr11	22625821	22625823	ENSG00000183161	FANCF
chr11	4608229	4608231	ENSG00000167333	TRIM68
chr11	17866862	17866864	ENSG00000129158	SERGEF
chr11	20160473	20160475	ENSG00000109851	DBX1
chr11	18935000	18935002	ENSG00000170255	MRGPRX1
chr11	16801042	16801044	ENSG00000166689	PLEKHA7
chr11	17075610	17075612	ENSG00000110700	RPS13
chr11	32430811	32430813	ENSG00000184937	WT1
chr11	49982533	49982535	ENSG00000221954	OR4C12
chr11	14295857	14295859	ENSG00000133818	RRAS2
chr11	48981693	48981695	ENSG00000220948	TRIM51GP
chr11	33774345	33774347	ENSG00000110429	FBXO3
