gene	distance	cell
ENSG00000143341	97039	IMR90
ENSG00000143341	174005	IMR90
ENSG00000143341	227266	IMR90
ENSG00000073756	59114	IMR90
ENSG00000116711	433804	IMR90
ENSG00000116711	579215	IMR90
ENSG00000116711	801614	IMR90
ENSG00000116711	809653	IMR90
ENSG00000116711	1288544	IMR90
ENSG00000162670	682837	IMR90
ENSG00000150681	256476	IMR90
ENSG00000116741	92527	IMR90
ENSG00000162630	1348697	IMR90
ENSG00000162630	1696584	IMR90
ENSG00000162687	444185	IMR90
ENSG00000162687	400616	IMR90
ENSG00000162687	110981	IMR90
ENSG00000151414	47009	IMR90
ENSG00000151414	189239	IMR90
ENSG00000081237	264822	IMR90
ENSG00000116833	78302	IMR90
ENSG00000162702	182871	IMR90
ENSG00000162702	114613	IMR90
ENSG00000162702	93141	IMR90
ENSG00000162702	89845	IMR90
ENSG00000162702	26634	IMR90
ENSG00000170128	29880	IMR90
ENSG00000159176	13700	IMR90
ENSG00000163435	48656	IMR90
ENSG00000133067	43365	IMR90
ENSG00000077157	5579	IMR90
ENSG00000159348	8625	IMR90
ENSG00000163444	4490	IMR90
ENSG00000133063	20978	IMR90
ENSG00000159388	10	IMR90
ENSG00000159388	881	IMR90
ENSG00000198625	6627	IMR90
ENSG00000198625	8403	IMR90
ENSG00000184144	28509	IMR90
ENSG00000163545	23232	IMR90
ENSG00000174514	23197	IMR90
ENSG00000069275	25	IMR90
ENSG00000266028	96691	IMR90
ENSG00000266094	6296	IMR90
ENSG00000143479	1411	IMR90
ENSG00000143479	11441	IMR90
ENSG00000162891	38641	IMR90
ENSG00000162891	8030	IMR90
ENSG00000162897	8311	IMR90
ENSG00000117335	44376	IMR90
ENSG00000076356	30269	IMR90
ENSG00000076356	24763	IMR90
ENSG00000008118	171649	IMR90
ENSG00000008118	152394	IMR90
ENSG00000054392	6984	IMR90
ENSG00000054392	82682	IMR90
ENSG00000170385	1396	IMR90
ENSG00000066027	105524	IMR90
ENSG00000162772	62075	IMR90
ENSG00000162771	27699	IMR90
ENSG00000152104	111657	IMR90
ENSG00000082482	3660	IMR90
ENSG00000092969	255632	IMR90
ENSG00000092969	288902	IMR90
ENSG00000215817	26843	IMR90
ENSG00000118873	63936	IMR90
ENSG00000136630	293212	IMR90
ENSG00000143507	279461	IMR90
ENSG00000143507	55145	IMR90
ENSG00000143507	242550	IMR90
ENSG00000143512	357736	IMR90
ENSG00000143512	152957	IMR90
ENSG00000154309	8631	IMR90
ENSG00000187554	94826	IMR90
ENSG00000178395	28351	IMR90
ENSG00000162909	6391	IMR90
ENSG00000162909	14189	IMR90
ENSG00000185842	168914	IMR90
ENSG00000143815	240090	IMR90
ENSG00000154380	27376	IMR90
ENSG00000183814	5832	IMR90
ENSG00000143776	75698	IMR90
ENSG00000143740	4225	IMR90
ENSG00000168118	232683	IMR90
ENSG00000168118	32175	IMR90
ENSG00000143641	26227	IMR90
ENSG00000143641	47279	IMR90
ENSG00000135775	14312	IMR90
ENSG00000116991	430331	IMR90
ENSG00000212916	56154	IMR90
ENSG00000135778	2282	IMR90
ENSG00000135749	115651	IMR90
ENSG00000135749	87484	IMR90
ENSG00000168275	19612	IMR90
ENSG00000168275	39331	IMR90
ENSG00000168264	8912	IMR90
ENSG00000168264	90610	IMR90
ENSG00000168264	126853	IMR90
ENSG00000173726	131326	IMR90
ENSG00000284770	18769	IMR90
ENSG00000168243	24636	IMR90
ENSG00000168243	74427	IMR90
ENSG00000168243	79539	IMR90
ENSG00000143669	66185	IMR90
ENSG00000116962	18785	IMR90
ENSG00000270188	116970	IMR90
ENSG00000270188	541494	IMR90
ENSG00000155816	307462	IMR90
ENSG00000180875	324780	IMR90
ENSG00000143702	61583	IMR90
ENSG00000054282	198295	IMR90
ENSG00000173728	112665	IMR90
ENSG00000284188	4318	IMR90
ENSG00000185420	148931	IMR90
ENSG00000185420	212120	IMR90
ENSG00000185420	372519	IMR90
ENSG00000162852	66706	IMR90
ENSG00000153207	49721	IMR90
ENSG00000188295	8916	IMR90
ENSG00000177489	7414	IMR90
ENSG00000185220	28168	IMR90
ENSG00000261456	25001	IMR90
ENSG00000015171	239053	IMR90
ENSG00000151240	210831	IMR90
ENSG00000187134	51780	IMR90
ENSG00000057608	19280	IMR90
ENSG00000057608	7750	IMR90
ENSG00000065675	411279	IMR90
ENSG00000048740	972488	IMR90
ENSG00000048740	218937	IMR90
ENSG00000048740	273314	IMR90
ENSG00000165609	1779	IMR90
ENSG00000183049	281590	IMR90
ENSG00000123240	22633	IMR90
ENSG00000123240	29079	IMR90
ENSG00000282246	62920	IMR90
ENSG00000282246	148335	IMR90
ENSG00000282246	260825	IMR90
ENSG00000065809	14179	IMR90
ENSG00000065809	100174	IMR90
ENSG00000185267	94678	IMR90
ENSG00000152465	14067	IMR90
ENSG00000148481	82676	IMR90
ENSG00000165983	239741	IMR90
ENSG00000026025	19032	IMR90
ENSG00000026025	19695	IMR90
ENSG00000165996	106496	IMR90
ENSG00000241058	143403	IMR90
ENSG00000078403	96459	IMR90
ENSG00000078403	65920	IMR90
ENSG00000107863	467268	IMR90
ENSG00000107863	434395	IMR90
ENSG00000107863	258994	IMR90
ENSG00000107863	199156	IMR90
ENSG00000107863	32575	IMR90
ENSG00000185875	51605	IMR90
ENSG00000107897	2265	IMR90
ENSG00000169126	117889	IMR90
ENSG00000150054	33630	IMR90
ENSG00000150054	45372	IMR90
ENSG00000095739	65067	IMR90
ENSG00000095739	292166	IMR90
ENSG00000120563	196522	IMR90
ENSG00000120563	155126	IMR90
ENSG00000197321	158933	IMR90
ENSG00000197321	100269	IMR90
ENSG00000165757	132570	IMR90
ENSG00000165757	108750	IMR90
ENSG00000107951	118721	IMR90
ENSG00000107951	41074	IMR90
ENSG00000148516	23599	IMR90
ENSG00000170759	14167	IMR90
ENSG00000150093	145822	IMR90
ENSG00000099250	369696	IMR90
ENSG00000099250	562667	IMR90
ENSG00000148498	652918	IMR90
ENSG00000108100	464	IMR90
ENSG00000177283	178812	IMR90
ENSG00000165731	50592	IMR90
ENSG00000169740	263831	IMR90
ENSG00000107562	83787	IMR90
ENSG00000107562	31001	IMR90
ENSG00000012779	63147	IMR90
ENSG00000012779	63936	IMR90
ENSG00000204176	105675	IMR90
ENSG00000265763	11869	IMR90
ENSG00000277758	110978	IMR90
ENSG00000107643	54777	IMR90
ENSG00000107643	108052	IMR90
ENSG00000107643	110664	IMR90
ENSG00000128805	128250	IMR90
ENSG00000128805	15184	IMR90
ENSG00000165383	34482	IMR90
ENSG00000070748	32763	IMR90
ENSG00000188611	42388	IMR90
ENSG00000107984	129257	IMR90
ENSG00000165471	29488	IMR90
ENSG00000165471	848036	IMR90
ENSG00000151151	643475	IMR90
ENSG00000148541	76357	IMR90
ENSG00000148541	59002	IMR90
ENSG00000148541	24944	IMR90
ENSG00000151150	38670	IMR90
ENSG00000151150	98191	IMR90
ENSG00000151150	105032	IMR90
ENSG00000170312	17292	IMR90
ENSG00000072422	24929	IMR90
ENSG00000183346	10177	IMR90
ENSG00000150347	12891	IMR90
ENSG00000138311	37270	IMR90
ENSG00000285837	37270	IMR90
ENSG00000198739	1310300	IMR90
ENSG00000179774	57028	IMR90
ENSG00000075073	45627	IMR90
ENSG00000107731	4785	IMR90
ENSG00000214688	1193	IMR90
ENSG00000122863	33271	IMR90
ENSG00000166295	52540	IMR90
ENSG00000166295	35675	IMR90
ENSG00000168209	26815	IMR90
ENSG00000168209	2813	IMR90
ENSG00000168209	24245	IMR90
ENSG00000138315	4075	IMR90
ENSG00000148660	13038	IMR90
ENSG00000156671	42481	IMR90
ENSG00000148655	648995	IMR90
ENSG00000156113	10675	IMR90
ENSG00000151208	169634	IMR90
ENSG00000151208	69141	IMR90
ENSG00000138326	412305	IMR90
ENSG00000108175	120883	IMR90
ENSG00000108175	30896	IMR90
ENSG00000133678	58023	IMR90
ENSG00000108219	16851	IMR90
ENSG00000108219	34366	IMR90
ENSG00000178217	81154	IMR90
ENSG00000178217	640083	IMR90
ENSG00000185737	430655	IMR90
ENSG00000185737	817345	IMR90
ENSG00000107771	196396	IMR90
ENSG00000148672	18877	IMR90
ENSG00000227268	20083	IMR90
ENSG00000171862	115280	IMR90
ENSG00000184719	323443	IMR90
ENSG00000026103	472	IMR90
ENSG00000152782	1298	IMR90
ENSG00000138182	349985	IMR90
ENSG00000148677	56298	IMR90
ENSG00000180628	46683	IMR90
ENSG00000165338	57483	IMR90
ENSG00000119938	106472	IMR90
ENSG00000119938	2075	IMR90
ENSG00000095596	64536	IMR90
ENSG00000173145	4850	IMR90
ENSG00000119969	84797	IMR90
ENSG00000107438	3925	IMR90
ENSG00000107438	47985	IMR90
ENSG00000196233	24217	IMR90
ENSG00000165887	22177	IMR90
ENSG00000155252	11017	IMR90
ENSG00000155254	11219	IMR90
ENSG00000138131	2438	IMR90
ENSG00000172987	226325	IMR90
ENSG00000198018	2566	IMR90
ENSG00000107554	79402	IMR90
ENSG00000120054	38237	IMR90
ENSG00000075891	78722	IMR90
ENSG00000107816	13070	IMR90
ENSG00000107807	27130	IMR90
ENSG00000138136	7230	IMR90
ENSG00000166171	11991	IMR90
ENSG00000120029	468	IMR90
ENSG00000198728	6871	IMR90
ENSG00000171206	29637	IMR90
ENSG00000156398	5773	IMR90
ENSG00000148842	123786	IMR90
ENSG00000108018	1212274	IMR90
ENSG00000108018	724924	IMR90
ENSG00000108018	875175	IMR90
ENSG00000108039	20155	IMR90
ENSG00000148700	10522	IMR90
ENSG00000119950	31818	IMR90
ENSG00000150594	19638	IMR90
ENSG00000148737	233790	IMR90
ENSG00000148737	225340	IMR90
ENSG00000148737	117317	IMR90
ENSG00000148737	149142	IMR90
ENSG00000148702	211559	IMR90
ENSG00000043591	18741	IMR90
ENSG00000151553	142714	IMR90
ENSG00000151892	25885	IMR90
ENSG00000165868	5535	IMR90
ENSG00000165868	35006	IMR90
ENSG00000186795	19230	IMR90
ENSG00000188613	32756	IMR90
ENSG00000188613	25733	IMR90
ENSG00000198873	37739	IMR90
ENSG00000198873	117595	IMR90
ENSG00000066468	12603	IMR90
ENSG00000138162	81278	IMR90
ENSG00000179988	3034	IMR90
ENSG00000019995	98891	IMR90
ENSG00000175029	72502	IMR90
ENSG00000203780	70939	IMR90
ENSG00000150760	128255	IMR90
ENSG00000180745	29254	IMR90
ENSG00000108010	253594	IMR90
ENSG00000176769	165332	IMR90
ENSG00000175470	123151	IMR90
ENSG00000188385	20217	IMR90
ENSG00000171813	15271	IMR90
ENSG00000148826	116763	IMR90
ENSG00000148826	112509	IMR90
ENSG00000148826	20952	IMR90
ENSG00000171794	4339	IMR90
ENSG00000151650	7057	IMR90
ENSG00000225899	33548	IMR90
ENSG00000225899	149213	IMR90
ENSG00000142102	4911	IMR90
ENSG00000174915	8013	IMR90
ENSG00000177042	10863	IMR90
ENSG00000198788	988	IMR90
ENSG00000205869	8094	IMR90
ENSG00000185940	25567	IMR90
ENSG00000149043	2094	IMR90
ENSG00000184350	18151	IMR90
ENSG00000184350	63997	IMR90
ENSG00000005801	27276	IMR90
ENSG00000167311	25511	IMR90
ENSG00000181963	14964	IMR90
ENSG00000132274	543	IMR90
ENSG00000183269	8106	IMR90
ENSG00000166436	88278	IMR90
ENSG00000166436	42568	IMR90
ENSG00000166444	21286	IMR90
ENSG00000175356	37273	IMR90
ENSG00000175356	53688	IMR90
ENSG00000166478	15126	IMR90
ENSG00000166483	36250	IMR90
ENSG00000133789	138240	IMR90
ENSG00000133789	282133	IMR90
ENSG00000133812	249140	IMR90
ENSG00000255823	8596	IMR90
ENSG00000236287	43297	IMR90
ENSG00000110328	53693	IMR90
ENSG00000133816	27622	IMR90
ENSG00000133816	13822	IMR90
ENSG00000197702	101195	IMR90
ENSG00000197702	101710	IMR90
ENSG00000187079	96509	IMR90
ENSG00000187079	134473	IMR90
ENSG00000189431	64192	IMR90
ENSG00000148925	706	IMR90
ENSG00000197601	1668	IMR90
ENSG00000133818	41368	IMR90
ENSG00000129083	32381	IMR90
ENSG00000188487	16206	IMR90
ENSG00000188487	6624	IMR90
ENSG00000110693	517157	IMR90
ENSG00000166689	25111	IMR90
ENSG00000110700	37177	IMR90
ENSG00000188211	18003	IMR90
ENSG00000187486	9800	IMR90
ENSG00000129158	20676	IMR90
ENSG00000109851	331783	IMR90
ENSG00000109851	109574	IMR90
ENSG00000185238	96128	IMR90
ENSG00000091664	12783	IMR90
ENSG00000148943	17522	IMR90
ENSG00000176697	36981	IMR90
ENSG00000169519	1918	IMR90
ENSG00000169519	31596	IMR90
ENSG00000169519	32453	IMR90
ENSG00000169519	182830	IMR90
ENSG00000169519	412809	IMR90
ENSG00000169519	740890	IMR90
ENSG00000182255	878659	IMR90
ENSG00000131808	32810	IMR90
ENSG00000049449	9466	IMR90
ENSG00000184937	126775	IMR90
ENSG00000176148	22003	IMR90
ENSG00000110427	46967	IMR90
ENSG00000135373	64308	IMR90
ENSG00000179241	74076	IMR90
ENSG00000110442	7261	IMR90
ENSG00000175097	1295099	IMR90
ENSG00000148948	1698804	IMR90
ENSG00000149084	37404	IMR90
ENSG00000149084	618	IMR90
ENSG00000052850	74387	IMR90
ENSG00000085117	24527	IMR90
ENSG00000149091	12191	IMR90
ENSG00000175224	40019	IMR90
ENSG00000175220	12717	IMR90
ENSG00000175216	19531	IMR90
ENSG00000134574	357	IMR90
ENSG00000134817	26385	IMR90
ENSG00000198561	35146	IMR90
ENSG00000110042	1363	IMR90
ENSG00000110048	41777	IMR90
ENSG00000204979	48170	IMR90
ENSG00000167992	23902	IMR90
ENSG00000167992	506	IMR90
ENSG00000167992	2409	IMR90
ENSG00000149483	7451	IMR90
ENSG00000124920	5870	IMR90
ENSG00000134825	9419	IMR90
ENSG00000149485	3120	IMR90
ENSG00000167996	13546	IMR90
ENSG00000167996	31356	IMR90
ENSG00000149503	27323	IMR90
ENSG00000149503	24317	IMR90
ENSG00000124939	14183	IMR90
ENSG00000197745	13173	IMR90
ENSG00000149021	25881	IMR90
ENSG00000124942	6914	IMR90
ENSG00000149480	1485	IMR90
ENSG00000168539	17364	IMR90
ENSG00000133321	8988	IMR90
ENSG00000133328	2408	IMR90
ENSG00000168005	21570	IMR90
ENSG00000133315	19823	IMR90
ENSG00000162302	78195	IMR90
ENSG00000168065	35902	IMR90
ENSG00000171219	1048	IMR90
ENSG00000204710	15891	IMR90
ENSG00000162241	4061	IMR90
ENSG00000126391	34437	IMR90
ENSG00000126391	36180	IMR90
ENSG00000126391	68133	IMR90
ENSG00000172732	7124	IMR90
ENSG00000175592	1012	IMR90
ENSG00000174791	468	IMR90
ENSG00000248643	2646	IMR90
ENSG00000239306	2646	IMR90
ENSG00000173227	12395	IMR90
ENSG00000173156	25668	IMR90
ENSG00000132744	5543	IMR90
ENSG00000110066	14392	IMR90
ENSG00000162337	24704	IMR90
ENSG00000284713	5537	IMR90
ENSG00000110092	139212	IMR90
ENSG00000110092	130189	IMR90
ENSG00000186895	9565	IMR90
ENSG00000085733	245324	IMR90
ENSG00000085733	371278	IMR90
ENSG00000162105	7635	IMR90
ENSG00000214534	18484	IMR90
ENSG00000137522	16119	IMR90
ENSG00000186642	30344	IMR90
ENSG00000168010	17366	IMR90
ENSG00000171631	21338	IMR90
ENSG00000168014	34930	IMR90
ENSG00000077514	11099	IMR90
ENSG00000166435	5838	IMR90
ENSG00000137486	4846	IMR90
ENSG00000158555	48429	IMR90
ENSG00000137507	103091	IMR90
ENSG00000182704	2081	IMR90
ENSG00000074201	13738	IMR90
ENSG00000188997	21175	IMR90
ENSG00000149256	284728	IMR90
ENSG00000149256	271852	IMR90
ENSG00000149256	689973	IMR90
ENSG00000149256	913484	IMR90
ENSG00000149256	1593280	IMR90
ENSG00000137500	509	IMR90
ENSG00000137500	375389	IMR90
ENSG00000171204	343861	IMR90
ENSG00000150676	47852	IMR90
ENSG00000074266	435	IMR90
ENSG00000149196	33106	IMR90
ENSG00000151376	5624	IMR90
ENSG00000151376	47857	IMR90
ENSG00000166575	8648	IMR90
ENSG00000166575	566394	IMR90
ENSG00000123892	17721	IMR90
ENSG00000077498	150607	IMR90
ENSG00000086991	86956	IMR90
ENSG00000110172	716410	IMR90
ENSG00000165323	88729	IMR90
ENSG00000134640	50482	IMR90
ENSG00000181333	1891	IMR90
ENSG00000110218	15813	IMR90
ENSG00000235268	10144	IMR90
ENSG00000263465	1155	IMR90
ENSG00000077458	220358	IMR90
ENSG00000087053	173750	IMR90
ENSG00000087053	185447	IMR90
ENSG00000184384	159760	IMR90
ENSG00000184384	99570	IMR90
ENSG00000183340	785334	IMR90
ENSG00000183340	1301682	IMR90
ENSG00000149972	1277397	IMR90
ENSG00000165895	479031	IMR90
ENSG00000165895	174745	IMR90
ENSG00000165895	2143	IMR90
ENSG00000165895	119568	IMR90
ENSG00000137672	149438	IMR90
ENSG00000023445	60720	IMR90
ENSG00000187240	412192	IMR90
ENSG00000170962	174086	IMR90
ENSG00000137752	4613	IMR90
ENSG00000182359	152667	IMR90
ENSG00000152402	140665	IMR90
ENSG00000149311	112117	IMR90
ENSG00000178105	16308	IMR90
ENSG00000178105	283121	IMR90
ENSG00000185742	79622	IMR90
ENSG00000149289	70431	IMR90
ENSG00000149289	11504	IMR90
ENSG00000150750	17675	IMR90
ENSG00000137707	1582	IMR90
ENSG00000137713	46298	IMR90
ENSG00000149294	335069	IMR90
ENSG00000149292	29584	IMR90
ENSG00000170209	2804	IMR90
ENSG00000166741	58652	IMR90
ENSG00000182985	389276	IMR90
ENSG00000110274	20049	IMR90
ENSG00000137731	5003	IMR90
ENSG00000177098	7740	IMR90
ENSG00000036672	4996	IMR90
ENSG00000110400	24997	IMR90
ENSG00000110400	57993	IMR90
ENSG00000110400	207446	IMR90
ENSG00000137699	112668	IMR90
ENSG00000137642	30253	IMR90
ENSG00000259571	226174	IMR90
ENSG00000109943	73202	IMR90
ENSG00000166257	24291	IMR90
ENSG00000154144	17947	IMR90
ENSG00000149548	6840	IMR90
ENSG00000150455	5868	IMR90
ENSG00000110063	14566	IMR90
ENSG00000149571	31349	IMR90
ENSG00000151715	189508	IMR90
ENSG00000151715	173635	IMR90
ENSG00000196323	7957	IMR90
ENSG00000120451	143983	IMR90
ENSG00000120451	33369	IMR90
ENSG00000182667	298886	IMR90
ENSG00000182667	717989	IMR90
ENSG00000183715	713671	IMR90
ENSG00000151503	33450	IMR90
ENSG00000060237	95199	IMR90
ENSG00000151065	242346	IMR90
ENSG00000151065	385740	IMR90
ENSG00000004478	97373	IMR90
ENSG00000111203	180	IMR90
ENSG00000011105	139889	IMR90
ENSG00000111218	81148	IMR90
ENSG00000118971	156446	IMR90
ENSG00000078237	13489	IMR90
ENSG00000130037	96137	IMR90
ENSG00000008323	21960	IMR90
ENSG00000010292	14214	IMR90
ENSG00000111684	20764	IMR90
ENSG00000111701	6693	IMR90
ENSG00000139187	5956	IMR90
ENSG00000188393	20913	IMR90
ENSG00000060138	5505	IMR90
ENSG00000139083	13875	IMR90
ENSG00000139083	180857	IMR90
ENSG00000121380	3060	IMR90
ENSG00000121380	2493	IMR90
ENSG00000165714	88747	IMR90
ENSG00000111305	29426	IMR90
ENSG00000121316	68009	IMR90
ENSG00000151490	212909	IMR90
ENSG00000023697	25110	IMR90
ENSG00000188991	32173	IMR90
ENSG00000139144	106711	IMR90
ENSG00000139144	143624	IMR90
ENSG00000052126	32579	IMR90
ENSG00000052126	18530	IMR90
ENSG00000139154	27802	IMR90
ENSG00000172572	106867	IMR90
ENSG00000121361	792	IMR90
ENSG00000121361	44055	IMR90
ENSG00000111728	31119	IMR90
ENSG00000139163	205665	IMR90
ENSG00000118308	9696	IMR90
ENSG00000118308	49750	IMR90
ENSG00000152936	185102	IMR90
ENSG00000123094	66429	IMR90
ENSG00000123104	84062	IMR90
ENSG00000123104	82931	IMR90
ENSG00000064115	1127	IMR90
ENSG00000110841	25707	IMR90
ENSG00000123106	99528	IMR90
ENSG00000064763	238766	IMR90
ENSG00000064763	15161	IMR90
ENSG00000133687	150399	IMR90
ENSG00000110900	383	IMR90
ENSG00000139146	51869	IMR90
ENSG00000139146	137989	IMR90
ENSG00000170456	16554	IMR90
ENSG00000151746	141890	IMR90
ENSG00000151229	77417	IMR90
ENSG00000205592	16084	IMR90
ENSG00000018236	246333	IMR90
ENSG00000015153	18552	IMR90
ENSG00000139174	110898	IMR90
ENSG00000139173	193139	IMR90
ENSG00000139173	210603	IMR90
ENSG00000184613	6591	IMR90
ENSG00000189079	84387	IMR90
ENSG00000139218	148315	IMR90
ENSG00000111371	160939	IMR90
ENSG00000134294	204694	IMR90
ENSG00000139211	8446	IMR90
ENSG00000139211	224170	IMR90
ENSG00000005175	195878	IMR90
ENSG00000005175	149346	IMR90
ENSG00000079337	9584	IMR90
ENSG00000061273	9962	IMR90
ENSG00000111424	28084	IMR90
ENSG00000172640	7219	IMR90
ENSG00000139223	7142	IMR90
ENSG00000167531	32047	IMR90
ENSG00000129315	349	IMR90
ENSG00000135406	3954	IMR90
ENSG00000139624	2920	IMR90
ENSG00000161813	11341	IMR90
ENSG00000185432	4824	IMR90
ENSG00000196876	58199	IMR90
ENSG00000167767	15530	IMR90
ENSG00000170523	17193	IMR90
ENSG00000123415	2738	IMR90
ENSG00000170605	46261	IMR90
ENSG00000166856	14007	IMR90
ENSG00000166863	14948	IMR90
ENSG00000166886	6928	IMR90
ENSG00000123384	497	IMR90
ENSG00000179912	32901	IMR90
ENSG00000175189	52262	IMR90
ENSG00000285133	10274	IMR90
ENSG00000166896	356749	IMR90
ENSG00000139263	414328	IMR90
ENSG00000139263	381385	IMR90
ENSG00000139263	31105	IMR90
ENSG00000139263	12165	IMR90
ENSG00000139263	121507	IMR90
ENSG00000118596	241728	IMR90
ENSG00000118596	237798	IMR90
ENSG00000198673	1271324	IMR90
ENSG00000166148	69020	IMR90
ENSG00000177990	71290	IMR90
ENSG00000196935	21914	IMR90
ENSG00000174206	51911	IMR90
ENSG00000183735	911	IMR90
ENSG00000153179	15110	IMR90
ENSG00000135677	117622	IMR90
ENSG00000135677	45231	IMR90
ENSG00000156076	137130	IMR90
ENSG00000149948	184396	IMR90
ENSG00000149948	153293	IMR90
ENSG00000149948	8044	IMR90
ENSG00000139233	115367	IMR90
ENSG00000139233	7397	IMR90
ENSG00000127334	22596	IMR90
ENSG00000111537	140908	IMR90
ENSG00000111537	117067	IMR90
ENSG00000111554	116010	IMR90
ENSG00000127314	40443	IMR90
ENSG00000135679	20340	IMR90
ENSG00000135679	451	IMR90
ENSG00000166225	503	IMR90
ENSG00000111596	151457	IMR90
ENSG00000127329	116295	IMR90
ENSG00000080371	28768	IMR90
ENSG00000072657	186543	IMR90
ENSG00000072657	349712	IMR90
ENSG00000072657	887907	IMR90
ENSG00000166006	144062	IMR90
ENSG00000166006	29700	IMR90
ENSG00000180481	42372	IMR90
ENSG00000111615	1710	IMR90
ENSG00000139289	34171	IMR90
ENSG00000139289	16088	IMR90
ENSG00000187109	54417	IMR90
ENSG00000091039	14514	IMR90
ENSG00000091039	48585	IMR90
ENSG00000175183	28439	IMR90
ENSG00000165891	278	IMR90
ENSG00000067798	3733	IMR90
ENSG00000067798	93097	IMR90
ENSG00000067798	362140	IMR90
ENSG00000067715	706380	IMR90
ENSG00000067715	117447	IMR90
ENSG00000058272	23541	IMR90
ENSG00000111049	61080	IMR90
ENSG00000072041	174048	IMR90
ENSG00000198774	154817	IMR90
ENSG00000182050	517837	IMR90
ENSG00000182050	680360	IMR90
ENSG00000165805	797127	IMR90
ENSG00000049130	10489	IMR90
ENSG00000049130	24713	IMR90
ENSG00000139318	124411	IMR90
ENSG00000139318	33029	IMR90
ENSG00000070961	578348	IMR90
ENSG00000133639	242433	IMR90
ENSG00000133639	110567	IMR90
ENSG00000187510	168193	IMR90
ENSG00000187510	110047	IMR90
ENSG00000187510	59961	IMR90
ENSG00000187510	81514	IMR90
ENSG00000102189	44248	IMR90
ENSG00000173598	143431	IMR90
ENSG00000173598	41653	IMR90
ENSG00000169372	51789	IMR90
ENSG00000173588	141483	IMR90
ENSG00000136014	59962	IMR90
ENSG00000111145	19413	IMR90
ENSG00000111145	25449	IMR90
ENSG00000188596	72241	IMR90
ENSG00000139350	154714	IMR90
ENSG00000120802	169820	IMR90
ENSG00000075415	12835	IMR90
ENSG00000075415	7233	IMR90
ENSG00000166130	82	IMR90
ENSG00000180219	150306	IMR90
ENSG00000180219	10440	IMR90
ENSG00000111647	61221	IMR90
ENSG00000111670	31439	IMR90
ENSG00000136048	21797	IMR90
ENSG00000136048	14	IMR90
ENSG00000017427	85923	IMR90
ENSG00000179088	27772	IMR90
ENSG00000171310	130418	IMR90
ENSG00000136044	17722	IMR90
ENSG00000074590	183038	IMR90
ENSG00000151135	2985	IMR90
ENSG00000151136	61885	IMR90
ENSG00000136045	166475	IMR90
ENSG00000174600	14302	IMR90
ENSG00000136003	199	IMR90
ENSG00000084112	58743	IMR90
ENSG00000110887	23356	IMR90
ENSG00000110887	48711	IMR90
ENSG00000166111	70616	IMR90
ENSG00000111199	36994	IMR90
ENSG00000111199	5980	IMR90
ENSG00000174437	23372	IMR90
ENSG00000174437	59863	IMR90
ENSG00000111249	100664	IMR90
ENSG00000111252	5517	IMR90
ENSG00000173064	70467	IMR90
ENSG00000122965	21993	IMR90
ENSG00000089225	136528	IMR90
ENSG00000089225	73246	IMR90
ENSG00000135111	96619	IMR90
ENSG00000135111	573617	IMR90
ENSG00000135111	645853	IMR90
ENSG00000123066	126110	IMR90
ENSG00000171435	111649	IMR90
ENSG00000089220	82242	IMR90
ENSG00000183273	35264	IMR90
ENSG00000183273	53396	IMR90
ENSG00000089163	10422	IMR90
ENSG00000256950	9076	IMR90
ENSG00000110987	22266	IMR90
ENSG00000175727	17805	IMR90
ENSG00000150967	19265	IMR90
ENSG00000130921	5596	IMR90
ENSG00000188026	20145	IMR90
ENSG00000086598	16598	IMR90
ENSG00000196498	221223	IMR90
ENSG00000196498	133206	IMR90
ENSG00000196498	93792	IMR90
ENSG00000073060	124583	IMR90
ENSG00000150990	14837	IMR90
ENSG00000181234	1370692	IMR90
ENSG00000061936	9757	IMR90
ENSG00000121741	33028	IMR90
ENSG00000132953	36720	IMR90
ENSG00000132953	48839	IMR90
ENSG00000150457	14504	IMR90
ENSG00000173141	56393	IMR90
ENSG00000151835	33950	IMR90
ENSG00000027001	31981	IMR90
ENSG00000075673	30473	IMR90
ENSG00000151849	47443	IMR90
ENSG00000165566	49954	IMR90
ENSG00000132975	153993	IMR90
ENSG00000122035	64485	IMR90
ENSG00000187676	70899	IMR90
ENSG00000139618	148911	IMR90
ENSG00000133119	122668	IMR90
ENSG00000133119	375570	IMR90
ENSG00000180660	122723	IMR90
ENSG00000133107	45155	IMR90
ENSG00000120686	159539	IMR90
ENSG00000120686	2867	IMR90
ENSG00000150907	332937	IMR90
ENSG00000150907	280562	IMR90
ENSG00000150907	277772	IMR90
ENSG00000165572	12627	IMR90
ENSG00000102760	54671	IMR90
ENSG00000102763	157572	IMR90
ENSG00000133106	10755	IMR90
ENSG00000120675	324426	IMR90
ENSG00000139656	64124	IMR90
ENSG00000083635	71325	IMR90
ENSG00000188342	16290	IMR90
ENSG00000180332	5662	IMR90
ENSG00000136152	17838	IMR90
ENSG00000165837	37622	IMR90
ENSG00000174015	70652	IMR90
ENSG00000136141	62378	IMR90
ENSG00000136143	521422	IMR90
ENSG00000136143	369160	IMR90
ENSG00000136143	121269	IMR90
ENSG00000136146	12942	IMR90
ENSG00000136146	7241	IMR90
ENSG00000136146	51531	IMR90
ENSG00000136156	75833	IMR90
ENSG00000152207	34332	IMR90
ENSG00000136144	1521	IMR90
ENSG00000102753	41422	IMR90
ENSG00000198553	198356	IMR90
